0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1.555555555555556,1.555555555555556,1.555555555555556,1.555555555555556,1.555555555555556,1.555555555555556,1.555555555555556,1.555555555555556,1.555555555555556,1.555555555555556
2.611111111111111,2.611111111111111,2.611111111111111,2.611111111111111,2.611111111111111,2.611111111111111,2.611111111111111,2.611111111111111,2.611111111111111,2.611111111111111
3.666666666666667,3.666666666666667,3.666666666666667,3.666666666666667,3.666666666666667,3.666666666666667,3.666666666666667,3.666666666666667,3.666666666666667,3.666666666666667
4.722222222222222,4.722222222222222,4.722222222222222,4.722222222222222,4.722222222222222,4.722222222222222,4.722222222222222,4.722222222222222,4.722222222222222,4.722222222222222
5.777777777777778,5.777777777777778,5.777777777777778,5.777777777777778,5.777777777777778,5.777777777777778,5.777777777777778,5.777777777777778,5.777777777777778,5.777777777777778
6.833333333333334,6.833333333333334,6.833333333333334,6.833333333333334,6.833333333333334,6.833333333333334,6.833333333333334,6.833333333333334,6.833333333333334,6.833333333333334
7.888888888888889,7.888888888888889,7.888888888888889,7.888888888888889,7.888888888888889,7.888888888888889,7.888888888888889,7.888888888888889,7.888888888888889,7.888888888888889
8.944444444444445,8.944444444444445,8.944444444444445,8.944444444444445,8.944444444444445,8.944444444444445,8.944444444444445,8.944444444444445,8.944444444444445,8.944444444444445
10,10,10,10,10,10,10,10,10,10
